a b c d e f g h i
1332 -999 -0.4235 -0.6845 -0.0472 -999 -0.3245 -0.5053 -0.0747
1333 -999 -0.325 -0.6107 -0.0127 -999 -0.3296 -0.5104 -0.078
1334 -999 -0.2759 -0.5691 0.0027 -999 -0.3341 -0.5165 -0.0811
1335 -999 -0.3827 -0.6318 -0.0832 -999 -0.3389 -0.523 -0.0845
1336 -999 -0.3947 -0.6679 -0.0689 -999 -0.3437 -0.5287 -0.088
1337 -999 -0.3868 -0.6394 -0.0693 -999 -0.3486 -0.5347 -0.0911
1338 -999 -0.4136 -0.6684 -0.0953 -999 -0.3538 -0.5405 -0.0951
1339 -999 -0.3219 -0.6145 -0.0344 -999 -0.3585 -0.5455 -0.0988
1340 -999 -0.3444 -0.6399 -0.0392 -999 -0.363 -0.5514 -0.1025
1341 -999 -0.3725 -0.6192 -0.0783 -999 -0.3676 -0.5579 -0.1064
1342 -999 -0.3895 -0.6393 -0.1118 -999 -0.3719 -0.5638 -0.1095
1343 -999 -0.3296 -0.5813 -0.034 -999 -0.3759 -0.5691 -0.1134
1344 -999 -0.4804 -0.7368 -0.1672 -999 -0.3798 -0.5736 -0.1167
1345 -999 -0.4357 -0.6818 -0.1191 -999 -0.3837 -0.5783 -0.1208
1346 -999 -0.4765 -0.7271 -0.1763 -999 -0.3867 -0.5823 -0.123
1347 -999 -0.4699 -0.7285 -0.163 -999 -0.3893 -0.5868 -0.1247
1348 -999 -0.5389 -0.8028 -0.186 -999 -0.3914 -0.5907 -0.1268
1349 -999 -0.4508 -0.7939 -0.1242 -999 -0.3929 -0.5942 -0.1293
1350 -999 -0.5042 -0.7678 -0.1693 -999 -0.3941 -0.5968 -0.1314
1351 -999 -0.3469 -0.709 -0.0457 -999 -0.3951 -0.599 -0.1323
1352 -999 -0.4348 -0.7212 -0.1099 -999 -0.3955 -0.6011 -0.1334
1353 -999 -0.484 -0.7573 -0.1547 -999 -0.3956 -0.6032 -0.1343
1354 -999 -0.4227 -0.7063 -0.1149 -999 -0.3954 -0.6045 -0.1354
1355 -999 -0.456 -0.7414 -0.1551 -999 -0.3942 -0.6056 -0.1349
1356 -999 -0.4149 -0.6655 -0.1179 -999 -0.3927 -0.606 -0.1349
1357 -999 -0.3868 -0.6513 -0.0832 -999 -0.3907 -0.6065 -0.1342
1358 -999 -0.4124 -0.6903 -0.1035 -999 -0.3886 -0.6066 -0.1333
1359 -999 -0.4458 -0.7177 -0.1464 -999 -0.3866 -0.607 -0.1326
1360 -999 -0.4686 -0.7258 -0.1643 -999 -0.3842 -0.607 -0.1314
1361 -999 -0.4719 -0.7264 -0.1645 -999 -0.3815 -0.6068 -0.1299
1362 -999 -0.4182 -0.712 -0.1107 -999 -0.3783 -0.6062 -0.1282
1363 -999 -0.4832 -0.7501 -0.1268 -999 -0.3751 -0.6052 -0.1263
1364 -999 -0.3169 -0.5913 -0.0116 -999 -0.3718 -0.6046 -0.1241
1365 -999 -0.3487 -0.5988 -0.0519 -999 -0.368 -0.6038 -0.1222
1366 -999 -0.2728 -0.5631 -0.0208 -999 -0.365 -0.6031 -0.1202
1367 -999 -0.3249 -0.5987 -0.045 -999 -0.3613 -0.6026 -0.1184
1368 -999 -0.2353 -0.5444 0.0266 -999 -0.3577 -0.6018 -0.117
1369 -999 -0.3929 -0.6555 -0.0211 -999 -0.3541 -0.6012 -0.1159
1370 -999 -0.3957 -0.6943 -0.0855 -999 -0.3508 -0.6007 -0.1149
1371 -999 -0.3483 -0.6248 -0.0525 -999 -0.3475 -0.6002 -0.1138
1372 -999 -0.2424 -0.5853 0.0353 -999 -0.3441 -0.5998 -0.1131
1373 -999 -0.3185 -0.6415 -0.0315 -999 -0.3408 -0.5996 -0.1116
1374 -999 -0.2305 -0.6238 0.0386 -999 -0.3378 -0.5994 -0.1109
1375 -999 -0.3768 -0.7184 -0.0854 -999 -0.3349 -0.5998 -0.1094
1376 -999 -0.3233 -0.6909 -0.0578 -999 -0.3326 -0.5998 -0.1086
1377 -999 -0.4293 -0.713 -0.1259 -999 -0.3299 -0.6 -0.1084
1378 -999 -0.3518 -0.7044 -0.0737 -999 -0.3271 -0.6004 -0.1077
1379 -999 -0.3624 -0.7173 -0.0751 -999 -0.3243 -0.6003 -0.1075
1380 -999 -0.3391 -0.6482 -0.0606 -999 -0.3219 -0.6006 -0.1076
1381 -999 -0.2937 -0.6347 -0.0167 -999 -0.3197 -0.6002 -0.107
1382 -999 -0.3093 -0.6788 -0.0332 -999 -0.3176 -0.5999 -0.1057
1383 -999 -0.3056 -0.6603 -0.0476 -999 -0.3158 -0.6 -0.105
1384 -999 -0.3159 -0.629 -0.0366 -999 -0.3139 -0.6 -0.105
1385 -999 -0.3059 -0.6297 -0.0434 -999 -0.3125 -0.5999 -0.1049
1386 -999 -0.2278 -0.5702 0.037 -999 -0.311 -0.5996 -0.105
1387 -999 -0.3561 -0.6594 -0.0896 -999 -0.3094 -0.5991 -0.1045
1388 -999 -0.3517 -0.709 -0.0879 -999 -0.3083 -0.5985 -0.1039
1389 -999 -0.3479 -0.7557 -0.0837 -999 -0.3072 -0.5983 -0.1045
1390 -999 -0.3156 -0.725 -0.0434 -999 -0.3062 -0.5974 -0.1041
1391 -999 -0.2802 -0.6193 0.0183 -999 -0.3054 -0.5966 -0.1034
1392 -999 -0.3606 -0.7054 -0.0514 -999 -0.3045 -0.5957 -0.1025
1393 -999 -0.3387 -0.704 -0.0523 -999 -0.3042 -0.5947 -0.1013
1394 -999 -0.2931 -0.7102 -0.034 -999 -0.3033 -0.5935 -0.1003
1395 -999 -0.3717 -0.7202 -0.0847 -999 -0.3029 -0.5923 -0.0998
1396 -999 -0.3353 -0.6862 -0.046 -999 -0.3023 -0.5906 -0.099
1397 -999 -0.3505 -0.6978 -0.0925 -999 -0.3018 -0.5887 -0.0989
1398 -999 -0.3737 -0.759 -0.1164 -999 -0.3013 -0.5868 -0.0976
1399 -999 -0.4549 -0.7658 -0.0997 -999 -0.3005 -0.585 -0.0968
1400 -999 -0.4008 -0.6679 -0.097 -999 -0.2996 -0.5826 -0.0955
1401 -999 -0.3248 -0.5979 -0.0294 -999 -0.2985 -0.5809 -0.0944
1402 -999 -0.3131 -0.5922 -0.007 -999 -0.2977 -0.5792 -0.0935
1403 -999 -0.2799 -0.5738 0.0424 -999 -0.2965 -0.577 -0.0925
1404 -999 -0.2406 -0.5416 0.0478 -999 -0.2953 -0.575 -0.0915
1405 -999 -0.3159 -0.5903 0.0023 -999 -0.2944 -0.5729 -0.0911
1406 -999 -0.2025 -0.579 0.0703 -999 -0.2934 -0.571 -0.0903
1407 -999 -0.3037 -0.592 0.0175 -999 -0.2926 -0.569 -0.0898
1408 -999 -0.3089 -0.62 -0.0367 -999 -0.2915 -0.5674 -0.0889
1409 -999 -0.2889 -0.6216 -0.0247 -999 -0.2907 -0.5655 -0.0878
1410 -999 -0.3374 -0.6482 -0.0627 -999 -0.2897 -0.564 -0.0868
1411 -999 -0.246 -0.5819 0.0074 -999 -0.2885 -0.5636 -0.0862
1412 -999 -0.3163 -0.6345 -0.0402 -999 -0.2879 -0.5626 -0.0858
1413 -999 -0.2987 -0.6547 -0.0269 -999 -0.288 -0.5613 -0.085
1414 -999 -0.3968 -0.7695 -0.1171 -999 -0.2876 -0.5605 -0.0849
1415 -999 -0.3067 -0.6285 -0.0458 -999 -0.2875 -0.56 -0.0849
1416 -999 -0.3418 -0.6498 -0.0489 -999 -0.2874 -0.5598 -0.0843
1417 -999 -0.3609 -0.6547 -0.0707 -999 -0.2873 -0.5592 -0.0843
1418 -999 -0.3527 -0.6588 -0.085 -999 -0.2876 -0.559 -0.0843
1419 -999 -0.3557 -0.7027 -0.0858 -999 -0.2879 -0.5591 -0.0845
1420 -999 -0.2809 -0.6369 -0.01 -999 -0.2883 -0.5593 -0.0845
1421 -999 -0.2774 -0.5825 -0.0019 -999 -0.289 -0.5597 -0.0845
1422 -999 -0.3582 -0.6566 -0.086 -999 -0.2897 -0.5602 -0.0843
1423 -999 -0.3789 -0.6756 -0.1091 -999 -0.2909 -0.561 -0.0841
1424 -999 -0.2427 -0.5614 0.0233 -999 -0.2922 -0.562 -0.0845
1425 -999 -0.2955 -0.6011 -0.0242 -999 -0.2936 -0.5632 -0.0843
1426 -999 -0.3047 -0.5982 -0.0249 -999 -0.2952 -0.5646 -0.0855
1427 -999 -0.2598 -0.5646 0.0053 -999 -0.2975 -0.566 -0.0857
1428 -999 -0.2708 -0.5467 0.001 -999 -0.2999 -0.5677 -0.0868
1429 -999 -0.2778 -0.6014 -0.0128 -999 -0.3028 -0.5705 -0.0876
1430 -999 -0.3157 -0.6602 -0.0299 -999 -0.3063 -0.5734 -0.089
1431 -999 -0.2268 -0.5624 0.0285 -999 -0.3101 -0.5766 -0.0913
1432 -999 -0.2427 -0.6057 0.0142 -999 -0.3141 -0.5802 -0.093
1433 -999 -0.3149 -0.5999 -0.0407 -999 -0.3184 -0.5841 -0.0957
1434 -999 -0.2989 -0.6004 -0.0444 -999 -0.3233 -0.5886 -0.0986
1435 -999 -0.3166 -0.6576 -0.0598 -999 -0.3284 -0.5937 -0.1019
1436 -999 -0.2966 -0.6263 -0.0211 -999 -0.3333 -0.5988 -0.1052
1437 -999 -0.2697 -0.6715 -0.0171 -999 -0.3387 -0.6044 -0.1081
1438 -999 -0.404 -0.7073 -0.0648 -999 -0.3448 -0.6101 -0.1129
1439 -999 -0.4114 -0.7686 -0.0789 -999 -0.3514 -0.616 -0.1165
1440 -999 -0.3846 -0.7081 -0.0632 -999 -0.3581 -0.6217 -0.1197
1441 -999 -0.3797 -0.6761 -0.0645 -999 -0.3649 -0.6277 -0.1229
1442 -999 -0.3909 -0.6872 -0.0746 -999 -0.3718 -0.6346 -0.1268
1443 -999 -0.3319 -0.6363 -0.0492 -999 -0.3788 -0.6411 -0.1321
1444 -999 -0.3971 -0.6983 -0.0837 -999 -0.3859 -0.6469 -0.1377
1445 -999 -0.3032 -0.6571 -0.0295 -999 -0.3931 -0.6528 -0.1434
1446 -999 -0.3839 -0.7172 -0.085 -999 -0.4005 -0.6596 -0.1483
1447 -999 -0.3695 -0.6911 -0.0648 -999 -0.4079 -0.6663 -0.1538
1448 -999 -0.4702 -0.7395 -0.1586 -999 -0.4148 -0.6731 -0.1581
1449 -999 -0.4753 -0.7522 -0.1578 -999 -0.422 -0.6796 -0.1634
1450 -999 -0.4921 -0.7606 -0.1749 -999 -0.4287 -0.6867 -0.1675
1451 -999 -0.4279 -0.7235 -0.1141 -999 -0.4353 -0.6929 -0.1731
1452 -999 -0.4479 -0.7425 -0.1359 -999 -0.4413 -0.6989 -0.1773
1453 -999 -0.5854 -0.8502 -0.2693 -999 -0.4472 -0.705 -0.1821
1454 -999 -0.4974 -0.8121 -0.2012 -999 -0.453 -0.7104 -0.1863
1455 -999 -0.6029 -0.9128 -0.2558 -999 -0.4585 -0.7156 -0.1898
1456 -999 -0.5963 -0.8895 -0.2674 -999 -0.4632 -0.7202 -0.1931
1457 -999 -0.5571 -0.8668 -0.2377 -999 -0.4678 -0.7248 -0.1962
1458 -999 -0.522 -0.8636 -0.1784 -999 -0.4717 -0.7285 -0.199
1459 -999 -0.5349 -0.8069 -0.2099 -999 -0.475 -0.7324 -0.2021
1460 -999 -0.4416 -0.7075 -0.1348 -999 -0.478 -0.736 -0.2057
1461 -999 -0.5348 -0.7796 -0.2133 -999 -0.4801 -0.7394 -0.2082
1462 -999 -0.4888 -0.7718 -0.1684 -999 -0.4824 -0.7418 -0.21
1463 -999 -0.5324 -0.8264 -0.2256 -999 -0.4841 -0.7449 -0.2117
1464 -999 -0.5105 -0.8614 -0.1947 -999 -0.4855 -0.7468 -0.2136
1465 -999 -0.4639 -0.7845 -0.1671 -999 -0.4861 -0.7486 -0.2151
1466 -999 -0.5749 -0.8871 -0.2268 -999 -0.4862 -0.7492 -0.2162
1467 -999 -0.484 -0.8207 -0.1546 -999 -0.4861 -0.7505 -0.2169
1468 -999 -0.5067 -0.8714 -0.2096 -999 -0.4859 -0.751 -0.2173
1469 -999 -0.4721 -0.8548 -0.1867 -999 -0.4846 -0.7509 -0.2173
1470 -999 -0.4498 -0.7801 -0.1661 -999 -0.4838 -0.7511 -0.217
1471 -999 -0.5369 -0.8056 -0.2012 -999 -0.4825 -0.7506 -0.2158
1472 -999 -0.5666 -0.8491 -0.2325 -999 -0.4807 -0.75 -0.2152
1473 -999 -0.5281 -0.8621 -0.1767 -999 -0.4787 -0.7488 -0.2138
1474 -999 -0.5889 -0.8682 -0.2429 -999 -0.4763 -0.7477 -0.2119
1475 -999 -0.5425 -0.8313 -0.2101 -999 -0.4733 -0.7464 -0.2103
1476 -999 -0.5757 -0.8802 -0.2002 -999 -0.4698 -0.7445 -0.2086
1477 -999 -0.5018 -0.7944 -0.1877 -999 -0.4666 -0.7425 -0.2063
1478 -999 -0.4719 -0.7943 -0.1476 -999 -0.4629 -0.7407 -0.2039
1479 -999 -0.4727 -0.7666 -0.1774 -999 -0.459 -0.7384 -0.2013
1480 -999 -0.4792 -0.8095 -0.1503 -999 -0.4547 -0.736 -0.1976
1481 -999 -0.5178 -0.7803 -0.206 -999 -0.4507 -0.7337 -0.1958
1482 -999 -0.4147 -0.7405 -0.1097 -999 -0.4462 -0.7314 -0.1923
1483 -999 -0.5198 -0.8183 -0.1836 -999 -0.4415 -0.729 -0.1892
1484 -999 -0.3697 -0.6837 -0.0818 -999 -0.4369 -0.7266 -0.1863
1485 -999 -0.3756 -0.7612 -0.0807 -999 -0.432 -0.7246 -0.1824
1486 -999 -0.4369 -0.7719 -0.145 -999 -0.4273 -0.7227 -0.179
1487 -999 -0.3869 -0.7163 -0.1047 -999 -0.4225 -0.7212 -0.1756
1488 -999 -0.3959 -0.7885 -0.1074 -999 -0.418 -0.7195 -0.1727
1489 -999 -0.3048 -0.7063 -0.0378 -999 -0.4133 -0.7184 -0.1697
1490 -999 -0.3133 -0.6936 -0.0343 -999 -0.409 -0.7173 -0.1664
1491 -999 -0.3538 -0.7352 -0.0763 -999 -0.4048 -0.7159 -0.164
1492 -999 -0.4271 -0.7971 -0.1259 -999 -0.4006 -0.7152 -0.1617
1493 -999 -0.3964 -0.7348 -0.0993 -999 -0.3973 -0.7143 -0.1595
1494 -999 -0.4029 -0.7282 -0.1087 -999 -0.3939 -0.7136 -0.1568
1495 -999 -0.4474 -0.774 -0.1596 -999 -0.3905 -0.7133 -0.1545
1496 -999 -0.371 -0.7192 -0.0966 -999 -0.3873 -0.7131 -0.1521
1497 -999 -0.4901 -0.8667 -0.1844 -999 -0.3844 -0.713 -0.1497
1498 -999 -0.4821 -0.7878 -0.1913 -999 -0.382 -0.7131 -0.148
1499 -999 -0.3968 -0.7574 -0.1247 -999 -0.3799 -0.7137 -0.1451
1500 -999 -0.411 -0.7505 -0.1161 -999 -0.378 -0.7139 -0.1427
1501 -999 -0.3809 -0.7691 -0.0974 -999 -0.3764 -0.7146 -0.1408
1502 -999 -0.3864 -0.7217 -0.1073 -999 -0.3753 -0.7154 -0.1391
1503 -999 -0.4014 -0.7469 -0.1132 -999 -0.3746 -0.7161 -0.1375
1504 -999 -0.3399 -0.7881 -0.045 -999 -0.3737 -0.7171 -0.136
1505 -999 -0.3692 -0.728 -0.0688 -999 -0.373 -0.7183 -0.1347
1506 -999 -0.3346 -0.7825 -0.0451 -999 -0.3728 -0.7197 -0.1335
1507 -999 -0.3897 -0.794 -0.0739 -999 -0.3728 -0.7214 -0.1326
1508 -999 -0.3349 -0.7221 -0.077 -999 -0.3729 -0.7228 -0.1323
1509 -999 -0.3618 -0.7447 -0.0944 -999 -0.3731 -0.7244 -0.1319
1510 -999 -0.3331 -0.7842 -0.0519 -999 -0.3736 -0.7261 -0.1313
1511 -999 -0.4058 -0.7621 -0.1187 -999 -0.3739 -0.7278 -0.1309
1512 -999 -0.3139 -0.7569 -0.0312 -999 -0.3745 -0.7295 -0.1306
1513 -999 -0.3548 -0.7286 -0.0859 -999 -0.3753 -0.7311 -0.1305
1514 -999 -0.3719 -0.7351 -0.0851 -999 -0.3763 -0.7324 -0.1313
1515 -999 -0.395 -0.8083 -0.1227 -999 -0.377 -0.7338 -0.1314
1516 -999 -0.4621 -0.845 -0.158 -999 -0.3775 -0.7352 -0.1313
1517 -999 -0.3793 -0.7815 -0.1024 -999 -0.3784 -0.7367 -0.1324
1518 -999 -0.4365 -0.8241 -0.125 -999 -0.3789 -0.7382 -0.1332
1519 -999 -0.4159 -0.8231 -0.0846 -999 -0.3794 -0.739 -0.1332
1520 -999 -0.446 -0.8209 -0.1418 -999 -0.3798 -0.7393 -0.1332
1521 -999 -0.4508 -0.8833 -0.1538 -999 -0.3798 -0.7398 -0.1339
1522 -999 -0.4658 -0.8718 -0.1616 -999 -0.3799 -0.7402 -0.1339
1523 -999 -0.4754 -0.8753 -0.1781 -999 -0.3796 -0.7403 -0.1347
1524 -999 -0.475 -0.8424 -0.1709 -999 -0.3792 -0.7406 -0.1353
1525 -999 -0.386 -0.8282 -0.1025 -999 -0.3787 -0.7405 -0.1356
1526 -999 -0.4049 -0.7679 -0.1007 -999 -0.3781 -0.7396 -0.1357
1527 -999 -0.3284 -0.7627 -0.0685 -999 -0.3772 -0.7384 -0.1364
1528 -999 -0.4461 -0.8497 -0.1463 -999 -0.3763 -0.7374 -0.1361
1529 -999 -0.3799 -0.8067 -0.0962 -999 -0.3753 -0.7359 -0.1366
1530 -999 -0.3119 -0.8053 -0.0413 -999 -0.374 -0.7342 -0.137
1531 -999 -0.3569 -0.8034 -0.0859 -999 -0.3729 -0.7328 -0.1367
1532 -999 -0.3569 -0.799 -0.0897 -999 -0.3716 -0.7309 -0.1372
1533 -999 -0.4068 -0.8028 -0.1332 -999 -0.3701 -0.7286 -0.1377
1534 -999 -0.3717 -0.7864 -0.0956 -999 -0.3688 -0.7268 -0.138
1535 -999 -0.3077 -0.7229 -0.0315 -999 -0.3674 -0.7245 -0.1383
1536 -999 -0.3472 -0.736 -0.0446 -999 -0.3658 -0.7222 -0.1385
1537 -999 -0.3189 -0.7188 -0.0554 -999 -0.3642 -0.72 -0.1392
1538 -999 -0.3519 -0.7289 -0.0805 -999 -0.3626 -0.7177 -0.1394
1539 -999 -0.2917 -0.6776 -0.0417 -999 -0.361 -0.7155 -0.1395
1540 -999 -0.4098 -0.7463 -0.1314 -999 -0.3593 -0.7131 -0.1393
1541 -999 -0.3878 -0.7866 -0.1041 -999 -0.3574 -0.7108 -0.1391
1542 -999 -0.4565 -0.8347 -0.1789 -999 -0.3555 -0.7081 -0.1387
1543 -999 -0.4772 -0.7913 -0.1839 -999 -0.3534 -0.7056 -0.1386
1544 -999 -0.5137 -0.8566 -0.2077 -999 -0.351 -0.7029 -0.1387
1545 -999 -0.3401 -0.7476 -0.0666 -999 -0.3486 -0.7006 -0.1387
1546 -999 -0.4005 -0.7686 -0.125 -999 -0.3465 -0.698 -0.1387
1547 -999 -0.4103 -0.756 -0.1217 -999 -0.3439 -0.6955 -0.1386
1548 -999 -0.4029 -0.7865 -0.1439 -999 -0.3414 -0.6929 -0.1384
1549 -999 -0.4073 -0.8354 -0.1511 -999 -0.3388 -0.6902 -0.1382
1550 -999 -0.3234 -0.7305 -0.0229 -999 -0.3359 -0.6877 -0.1382
1551 -999 -0.3031 -0.7183 -0.0308 -999 -0.3334 -0.685 -0.1378
1552 -999 -0.3094 -0.7425 -0.0438 -999 -0.331 -0.6822 -0.1377
1553 -999 -0.3338 -0.6734 -0.0853 -999 -0.3287 -0.6799 -0.1371
1554 -999 -0.3746 -0.7396 -0.1169 -999 -0.3264 -0.6778 -0.1368
1555 -999 -0.3879 -0.7144 -0.1294 -999 -0.3246 -0.6755 -0.1364
1556 -999 -0.3527 -0.7052 -0.0942 -999 -0.3229 -0.6741 -0.1362
1557 -999 -0.3958 -0.7346 -0.1179 -999 -0.3212 -0.6728 -0.1361
1558 -999 -0.306 -0.7348 -0.0387 -999 -0.3203 -0.6717 -0.1364
1559 -999 -0.4008 -0.7836 -0.0923 -999 -0.3192 -0.6706 -0.1363
1560 -999 -0.2799 -0.6846 -0.0437 -999 -0.3185 -0.6698 -0.1364
1561 -999 -0.3276 -0.679 -0.0725 -999 -0.3183 -0.6691 -0.1367
1562 -999 -0.2968 -0.6756 -0.0379 -999 -0.3181 -0.6688 -0.1377
1563 -999 -0.2589 -0.6525 -0.0049 -999 -0.3189 -0.6687 -0.1384
1564 -999 -0.2252 -0.6097 0.0149 -999 -0.3197 -0.6693 -0.1393
1565 -999 -0.2219 -0.6625 0.0348 -999 -0.3212 -0.6703 -0.1404
1566 -999 -0.2837 -0.6804 -0.0243 -999 -0.3229 -0.6714 -0.1424
1567 -999 -0.3429 -0.764 -0.0815 -999 -0.3249 -0.6727 -0.1441
1568 -999 -0.3181 -0.6905 -0.0638 -999 -0.3275 -0.6743 -0.1459
1569 -999 -0.2837 -0.6563 -0.0545 -999 -0.3303 -0.676 -0.1477
1570 -999 -0.3209 -0.7297 -0.0749 -999 -0.3335 -0.6775 -0.1496
1571 -999 -0.4008 -0.7897 -0.1397 -999 -0.3372 -0.6798 -0.1522
1572 -999 -0.4119 -0.7908 -0.1613 -999 -0.341 -0.6823 -0.155
1573 -999 -0.4049 -0.8671 -0.1268 -999 -0.345 -0.6848 -0.1581
1574 -999 -0.388 -0.7624 -0.1232 -999 -0.3492 -0.6878 -0.1609
1575 -999 -0.2829 -0.6903 -0.0287 -999 -0.3536 -0.6909 -0.1641
1576 -999 -0.3129 -0.6868 -0.0647 -999 -0.3582 -0.6941 -0.1665
1577 -999 -0.3748 -0.6942 -0.1134 -999 -0.363 -0.6972 -0.1703
1578 -999 -0.4644 -0.8398 -0.1635 -999 -0.3676 -0.7007 -0.1741
1579 -999 -0.5065 -0.8181 -0.2147 -999 -0.3718 -0.7042 -0.1772
1580 -999 -0.4767 -0.8241 -0.1926 -999 -0.3766 -0.7081 -0.1817
1581 -999 -0.4398 -0.7867 -0.1683 -999 -0.3815 -0.7119 -0.1848
1582 -999 -0.3882 -0.7635 -0.1009 -999 -0.3862 -0.7157 -0.1889
1583 -999 -0.3576 -0.715 -0.1009 -999 -0.3912 -0.7193 -0.1924
1584 -999 -0.4348 -0.7895 -0.1377 -999 -0.3958 -0.7231 -0.1951
1585 -999 -0.4636 -0.7573 -0.1895 -999 -0.4003 -0.727 -0.1989
1586 -999 -0.4535 -0.7816 -0.1779 -999 -0.4046 -0.7311 -0.2025
1587 -999 -0.4989 -0.7927 -0.23 -999 -0.4089 -0.7351 -0.206
1588 -999 -0.4155 -0.7687 -0.1519 -999 -0.4131 -0.7392 -0.2077
1589 -999 -0.4709 -0.7717 -0.1719 -999 -0.4171 -0.7433 -0.2103
1590 -999 -0.4393 -0.7304 -0.1504 -999 -0.4207 -0.7475 -0.2129
1591 -999 -0.446 -0.808 -0.1237 -999 -0.4244 -0.7522 -0.2153
1592 -999 -0.4159 -0.7797 -0.1417 -999 -0.428 -0.7566 -0.218
1593 -999 -0.4979 -0.8233 -0.1972 -999 -0.4312 -0.7612 -0.2201
1594 -999 -0.3969 -0.7771 -0.1296 -999 -0.4342 -0.7658 -0.2215
1595 -999 -0.4372 -0.7696 -0.1659 -999 -0.437 -0.7702 -0.2235
1596 -999 -0.4737 -0.8561 -0.1955 -999 -0.4398 -0.7743 -0.2252
1597 -999 -0.4618 -0.8441 -0.1589 -999 -0.4425 -0.7781 -0.2269
1598 -999 -0.4235 -0.7666 -0.1382 -999 -0.4449 -0.7822 -0.2284
1599 -999 -0.4657 -0.8044 -0.2 -999 -0.4471 -0.7858 -0.2297
1600 -999 -0.443 -0.8845 -0.1867 -999 -0.4485 -0.7894 -0.2303
1601 -999 -0.7128 -1.0266 -0.3968 -999 -0.45 -0.7924 -0.2315
1602 -999 -0.5863 -0.9237 -0.2578 -999 -0.4513 -0.7949 -0.232
1603 -999 -0.5084 -0.8977 -0.2115 -999 -0.4525 -0.7978 -0.2322
1604 -999 -0.5022 -0.8261 -0.1986 -999 -0.453 -0.7999 -0.2322
1605 -999 -0.5666 -0.9081 -0.2254 -999 -0.4536 -0.8014 -0.232
1606 -999 -0.5577 -0.891 -0.2447 -999 -0.4542 -0.803 -0.2316
1607 -999 -0.5086 -0.9504 -0.1431 -999 -0.4541 -0.8039 -0.2315
1608 -999 -0.516 -0.9476 -0.201 -999 -0.4538 -0.8048 -0.2309
1609 -999 -0.5069 -0.9167 -0.2148 -999 -0.4535 -0.805 -0.2303
1610 -999 -0.4609 -0.8794 -0.1368 -999 -0.4531 -0.8049 -0.23
1611 -999 -0.3846 -0.8653 -0.1168 -999 -0.4528 -0.8048 -0.2291
1612 -999 -0.4318 -0.9219 -0.1528 -999 -0.4524 -0.8043 -0.2283
1613 -999 -0.3988 -0.8558 -0.1196 -999 -0.4523 -0.8028 -0.2275
1614 -999 -0.4179 -0.8742 -0.1249 -999 -0.4518 -0.8014 -0.2269
1615 -999 -0.4629 -0.8291 -0.167 -999 -0.4515 -0.7995 -0.2264
1616 -999 -0.3509 -0.8066 -0.086 -999 -0.4515 -0.7977 -0.2261
1617 -999 -0.3719 -0.8348 -0.1009 -999 -0.4511 -0.7957 -0.2259
1618 -999 -0.4659 -0.8821 -0.1607 -999 -0.4508 -0.7936 -0.2258
1619 -999 -0.4163 -0.7692 -0.1327 -999 -0.4508 -0.7912 -0.226
1620 -999 -0.4723 -0.7918 -0.1751 -999 -0.4504 -0.7888 -0.2257
1621 -999 -0.4887 -0.8705 -0.1827 -999 -0.4503 -0.7862 -0.2258
1622 -999 -0.4667 -0.8341 -0.1661 -999 -0.4501 -0.7835 -0.2272
1623 -999 -0.5239 -0.8559 -0.2354 -999 -0.4496 -0.781 -0.2266
1624 -999 -0.5577 -0.8629 -0.259 -999 -0.449 -0.7783 -0.2272
1625 -999 -0.5523 -0.8629 -0.2539 -999 -0.4486 -0.7757 -0.2264
1626 -999 -0.5037 -0.8472 -0.2327 -999 -0.448 -0.7734 -0.2263
1627 -999 -0.5078 -0.8274 -0.2287 -999 -0.4474 -0.7709 -0.2261
1628 -999 -0.4491 -0.7854 -0.1769 -999 -0.4467 -0.7684 -0.226
1629 -999 -0.383 -0.7008 -0.1259 -999 -0.4459 -0.7665 -0.2255
1630 -999 -0.4394 -0.7791 -0.1878 -999 -0.4451 -0.7645 -0.2258
1631 -999 -0.4709 -0.7399 -0.2009 -999 -0.4445 -0.7633 -0.2258
1632 -999 -0.4182 -0.8202 -0.1228 -999 -0.4439 -0.7624 -0.2256
1633 -999 -0.4541 -0.8266 -0.1547 -999 -0.4432 -0.761 -0.226
1634 -999 -0.326 -0.7208 -0.07 -999 -0.4423 -0.7604 -0.2264
1635 -999 -0.395 -0.7541 -0.1038 -999 -0.4416 -0.7597 -0.2268
1636 -999 -0.3377 -0.7194 -0.1047 -999 -0.4411 -0.759 -0.2272
1637 -999 -0.3958 -0.7083 -0.1051 -999 -0.4406 -0.7588 -0.2275
1638 -999 -0.4117 -0.6871 -0.1397 -999 -0.4396 -0.7589 -0.2276
1639 -999 -0.4493 -0.899 -0.184 -999 -0.439 -0.7588 -0.2277
1640 -999 -0.3808 -0.7981 -0.1136 -999 -0.4385 -0.7587 -0.2283
1641 -999 -0.6138 -0.9012 -0.3207 -999 -0.4377 -0.7588 -0.2282
1642 -999 -0.5683 -0.8099 -0.2866 -999 -0.4367 -0.7588 -0.2279
1643 -999 -0.5896 -0.8564 -0.3166 -999 -0.4357 -0.759 -0.2285
1644 -999 -0.554 -0.8493 -0.2816 -999 -0.4344 -0.7591 -0.2279
1645 -999 -0.5289 -0.9253 -0.2522 -999 -0.433 -0.7584 -0.2273
1646 -999 -0.5464 -0.9335 -0.2452 -999 -0.4318 -0.7579 -0.2264
